,date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
102,2020-11-23,990.0,990.0,910.0,980.0,6149720230,6290770,254,1000.0,990.0,1399-09-03
101,2020-11-24,940.0,1000.0,940.0,980.0,13597946390,14298391,564,980.0,940.0,1399-09-04
100,2020-11-25,940.0,940.0,940.0,980.0,541434360,575994,46,980.0,940.0,1399-09-05
99,2020-11-28,940.0,940.0,940.0,980.0,203140580,216107,21,980.0,940.0,1399-09-08
98,2020-11-29,940.0,940.0,940.0,980.0,1011252940,1075801,63,980.0,940.0,1399-09-09
97,2020-11-30,940.0,1020.0,940.0,980.0,33042829250,34227782,875,980.0,1020.0,1399-09-10
96,2020-12-01,990.0,990.0,940.0,970.0,21585624110,22838081,759,980.0,940.0,1399-09-11
95,2020-12-02,930.0,930.0,930.0,970.0,1234837260,1327782,77,970.0,930.0,1399-09-12
94,2020-12-05,930.0,930.0,930.0,970.0,2165060460,2328022,76,970.0,930.0,1399-09-15
93,2020-12-06,930.0,930.0,930.0,970.0,1145428920,1231644,53,970.0,930.0,1399-09-16
92,2020-12-07,930.0,930.0,930.0,970.0,1032374400,1110080,37,970.0,930.0,1399-09-17
91,2020-12-08,930.0,930.0,930.0,970.0,348713730,374961,26,970.0,930.0,1399-09-18
90,2020-12-09,930.0,930.0,930.0,970.0,506007420,544094,30,970.0,930.0,1399-09-19
89,2020-12-12,930.0,930.0,930.0,970.0,609455970,655329,41,970.0,930.0,1399-09-22
88,2020-12-13,930.0,930.0,930.0,970.0,348979710,375247,25,970.0,930.0,1399-09-23
87,2020-12-14,930.0,930.0,930.0,970.0,90795900,97630,13,970.0,930.0,1399-09-24
86,2020-12-15,930.0,930.0,930.0,970.0,22133070,23799,4,970.0,930.0,1399-09-25
85,2020-12-16,930.0,930.0,930.0,970.0,24577110,26427,3,970.0,930.0,1399-09-26
84,2020-12-19,930.0,930.0,930.0,970.0,48893820,52574,8,970.0,930.0,1399-09-29
83,2020-12-20,930.0,930.0,930.0,970.0,105810750,113775,6,970.0,930.0,1399-09-30
82,2020-12-21,930.0,930.0,930.0,970.0,217407960,233772,18,970.0,930.0,1399-10-01
81,2020-12-22,930.0,930.0,930.0,970.0,606066120,651684,23,970.0,930.0,1399-10-02
80,2020-12-23,930.0,930.0,930.0,970.0,141888240,152568,16,970.0,930.0,1399-10-03
79,2020-12-26,930.0,930.0,930.0,970.0,1322137290,1421653,36,970.0,930.0,1399-10-06
78,2020-12-27,930.0,930.0,930.0,970.0,300062640,322648,18,970.0,930.0,1399-10-07
77,2020-12-28,930.0,930.0,930.0,970.0,585322470,629379,22,970.0,930.0,1399-10-08
76,2020-12-29,930.0,930.0,930.0,970.0,106142760,114132,8,970.0,930.0,1399-10-09
75,2020-12-30,930.0,930.0,930.0,970.0,744511500,800550,17,970.0,930.0,1399-10-10
74,2021-01-02,930.0,930.0,930.0,970.0,79516860,85502,6,970.0,930.0,1399-10-13
73,2021-01-03,930.0,930.0,930.0,970.0,21025440,22608,4,970.0,930.0,1399-10-14
72,2021-01-04,930.0,930.0,930.0,970.0,112495590,120963,7,970.0,930.0,1399-10-15
71,2021-01-05,930.0,930.0,930.0,970.0,165567900,178030,11,970.0,930.0,1399-10-16
70,2021-01-06,930.0,930.0,930.0,970.0,5180100,5570,1,970.0,930.0,1399-10-17
69,2021-01-09,930.0,930.0,930.0,970.0,29849280,32096,2,970.0,930.0,1399-10-20
68,2021-01-10,930.0,930.0,930.0,970.0,65762160,70712,4,970.0,930.0,1399-10-21
67,2021-01-11,930.0,930.0,930.0,970.0,103959120,111784,9,970.0,930.0,1399-10-22
66,2021-01-13,930.0,930.0,930.0,970.0,8057520,8664,3,970.0,930.0,1399-10-24
65,2021-01-16,930.0,930.0,930.0,970.0,23769870,25559,4,970.0,930.0,1399-10-27
64,2021-01-18,930.0,930.0,930.0,970.0,5580000,6000,1,970.0,930.0,1399-10-29
63,2021-01-19,930.0,930.0,930.0,970.0,26869560,28892,2,970.0,930.0,1399-10-30
62,2021-01-20,930.0,930.0,930.0,970.0,102168870,109859,5,970.0,930.0,1399-11-01
61,2021-03-10,960.0,960.0,960.0,970.0,1165857600,1214435,28,970.0,960.0,1399-12-20
60,2021-03-13,960.0,960.0,960.0,970.0,218407680,227508,7,970.0,960.0,1399-12-23
59,2021-03-14,960.0,960.0,960.0,970.0,134947200,140570,7,970.0,960.0,1399-12-24
58,2021-03-15,960.0,960.0,960.0,970.0,70221120,73147,7,970.0,960.0,1399-12-25
57,2021-04-05,960.0,960.0,960.0,970.0,36940800,38480,5,970.0,960.0,1400-01-16
56,2021-04-06,960.0,960.0,960.0,970.0,9600000,10000,1,970.0,960.0,1400-01-17
55,2021-04-11,960.0,960.0,960.0,970.0,627679680,653833,9,970.0,960.0,1400-01-22
54,2021-04-12,960.0,960.0,960.0,970.0,63636480,66288,9,970.0,960.0,1400-01-23
53,2021-04-14,960.0,960.0,960.0,970.0,160755840,167454,15,970.0,960.0,1400-01-25
52,2021-04-17,960.0,960.0,960.0,970.0,201258240,209644,5,970.0,960.0,1400-01-28
51,2021-04-18,960.0,960.0,960.0,970.0,19200000,20000,2,970.0,960.0,1400-01-29
50,2021-04-19,960.0,960.0,960.0,970.0,168149760,175156,11,970.0,960.0,1400-01-30
49,2021-04-20,960.0,960.0,960.0,970.0,5308800,5530,4,970.0,960.0,1400-01-31
48,2021-04-21,950.0,950.0,950.0,970.0,107464000,113120,5,970.0,950.0,1400-02-01
47,2021-04-24,950.0,950.0,950.0,970.0,5035000,5300,1,970.0,950.0,1400-02-04
46,2021-04-25,950.0,950.0,950.0,970.0,17147500,18050,3,970.0,950.0,1400-02-05
45,2021-04-26,950.0,950.0,950.0,970.0,26877400,28292,4,970.0,950.0,1400-02-06
44,2021-04-27,950.0,950.0,950.0,970.0,20425000,21500,3,970.0,950.0,1400-02-07
43,2021-04-28,950.0,950.0,950.0,970.0,40365500,42490,7,970.0,950.0,1400-02-08
42,2021-05-01,950.0,950.0,950.0,970.0,74100000,78000,3,970.0,950.0,1400-02-11
41,2021-05-03,941.0,941.0,941.0,970.0,5175500,5500,1,970.0,941.0,1400-02-13
40,2021-05-05,941.0,941.0,941.0,970.0,18390904,19544,3,970.0,941.0,1400-02-15
39,2021-05-17,922.0,922.0,922.0,970.0,15213000,16500,2,970.0,922.0,1400-02-27
38,2021-05-19,922.0,922.0,922.0,970.0,20455492,22186,3,970.0,922.0,1400-02-29
37,2021-05-22,922.0,922.0,922.0,970.0,32660006,35423,3,970.0,922.0,1400-03-01
36,2021-05-23,922.0,922.0,922.0,970.0,22914466,24853,1,970.0,922.0,1400-03-02
35,2021-05-25,922.0,922.0,922.0,937.0,64593476000,70058000,920,970.0,922.0,1400-03-04
34,2021-05-26,891.0,891.0,891.0,917.0,39721264704,44580544,766,937.0,891.0,1400-03-05
33,2021-05-29,872.0,872.0,872.0,904.0,25467307616,29205628,506,917.0,872.0,1400-03-08
32,2021-05-30,859.0,859.0,859.0,895.0,17598998725,20487775,358,904.0,859.0,1400-03-09
31,2021-05-31,851.0,851.0,851.0,885.0,20379911392,23948192,409,895.0,851.0,1400-03-10
30,2021-06-01,841.0,850.0,841.0,876.0,17786135633,21140782,457,885.0,841.0,1400-03-11
29,2021-06-02,833.0,850.0,833.0,863.0,26415849579,31666714,621,876.0,849.0,1400-03-12
28,2021-06-07,820.0,840.0,820.0,843.0,39002862906,47543702,990,863.0,821.0,1400-03-17
27,2021-06-08,801.0,805.0,801.0,803.0,78971422487,98566184,2193,843.0,801.0,1400-03-18
26,2021-06-09,763.0,800.0,763.0,779.0,50263919152,65627714,1364,803.0,763.0,1400-03-19
25,2021-06-12,741.0,750.0,741.0,756.0,46519745610,62763462,1112,779.0,741.0,1400-03-22
24,2021-06-13,719.0,719.0,719.0,734.0,43447900965,60428235,1030,756.0,719.0,1400-03-23
23,2021-06-14,698.0,718.0,698.0,705.0,58918233056,84386343,1549,734.0,709.0,1400-03-24
22,2021-06-15,670.0,699.0,670.0,685.0,53032502137,78174277,1737,705.0,678.0,1400-03-25
21,2021-06-16,651.0,665.0,651.0,653.0,62837618094,96484335,1950,685.0,657.0,1400-03-26
20,2021-06-19,621.0,623.0,621.0,626.0,53449641118,86070196,1524,653.0,621.0,1400-03-29
19,2021-06-20,595.0,600.0,595.0,595.0,76456273263,128495475,2194,626.0,595.0,1400-03-30
18,2021-06-21,566.0,607.0,566.0,576.0,82354566620,142861969,3195,595.0,584.0,1400-03-31
17,2021-07-17,570.0,570.0,548.0,553.0,72125607139,130411370,2410,576.0,556.0,1400-04-26
16,2021-07-18,536.0,545.0,526.0,530.0,201737721567,380572416,6568,553.0,528.0,1400-04-27
15,2021-07-19,515.0,552.0,515.0,535.0,150009740239,280171212,5083,530.0,544.0,1400-04-28
14,2021-07-26,519.0,530.0,513.0,519.0,100721899562,193965430,3647,535.0,524.0,1400-05-04
13,2021-07-27,505.0,514.0,494.0,498.0,102702204939,206244971,3501,519.0,494.0,1400-05-05
12,2021-07-28,483.0,490.0,474.0,475.0,103759481651,218403897,3315,498.0,475.0,1400-05-06
11,2021-07-31,470.0,498.0,452.0,476.0,124026547089,260819728,3853,475.0,498.0,1400-05-09
10,2021-08-01,499.0,499.0,499.0,499.0,60013209547,120266953,1788,476.0,499.0,1400-05-10
9,2021-08-02,523.0,523.0,523.0,523.0,82977952519,158657653,2111,499.0,523.0,1400-05-11
8,2021-08-03,549.0,549.0,525.0,547.0,166659412646,304535982,3374,523.0,549.0,1400-05-12
7,2021-08-04,567.0,574.0,552.0,573.0,146880673747,256535026,3195,547.0,574.0,1400-05-13
6,2021-08-07,595.0,601.0,590.0,599.0,104811497323,174966845,1934,573.0,601.0,1400-05-16
5,2021-08-08,628.0,628.0,628.0,628.0,125979782372,200604749,3221,599.0,628.0,1400-05-17
4,2021-08-09,659.0,659.0,631.0,650.0,333211868089,512934212,7886,628.0,659.0,1400-05-18
3,2021-08-10,660.0,682.0,652.0,678.0,182155020223,268474905,4370,650.0,682.0,1400-05-19
2,2021-08-11,710.0,711.0,690.0,711.0,153269345942,215688923,3071,678.0,711.0,1400-05-20
1,2021-08-14,740.0,740.0,676.0,688.0,444794569454,646479581,8619,711.0,680.0,1400-05-23
0,2021-08-15,660.0,691.0,654.0,662.0,295907064284,447178715,7749,688.0,659.0,1400-05-24
